Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS22,OUT049,601.337244
FDW24,OUT017,701.500196
FDU24,OUT035,1995.296072
FDA21,OUT027,5156.973874
FDH58,OUT027,3125.551494
FDW36,OUT018,1637.342018
FDI45,OUT027,5428.373928
FDU01,OUT018,3307.3615
FDF35,OUT027,3298.086906
FDU43,OUT019,490.29512
FDE24,OUT019,336.568558
FDK50,OUT049,3005.001746
FDG31,OUT045,908.45081
FDC60,OUT045,1725.127748
FDL36,OUT013,1449.433284
FDP21,OUT013,3325.198282
FDW16,OUT045,1269.327726
FDX02,OUT017,3380.313206
FDQ58,OUT027,3612.078186
FDT51,OUT046,1681.431294
FDD59,OUT049,1417.148642
NCM42,OUT018,1649.246522
FDA57,OUT018,483.683726
FDZ48,OUT035,2075.26531
FDE46,OUT045,2042.47466
NCZ30,OUT019,362.248464
FDB56,OUT017,3431.493252
FDA25,OUT027,2331.53173
FDD20,OUT013,2244.864544
FDL25,OUT013,1417.927628
NCO18,OUT049,2949.740346
FDJ45,OUT017,690.214886
FDR12,OUT035,2739.241018
NCF19,OUT010,122.30746
FDK25,OUT046,3295.696684
NCR17,OUT046,1896.504668
FDC52,OUT046,2283.920372
NCA54,OUT017,3175.30007
FDR45,OUT010,495.215382
NCM19,OUT049,2199.257244
FDF39,OUT027,5409.52513
FDX23,OUT049,1193.57966
FDD58,OUT027,2733.981198
FDX28,OUT013,1915.47331
NCD31,OUT013,2698.227738
FDU57,OUT018,2194.237112
FDI27,OUT046,676.25306
NCM42,OUT046,1668.155242
FDD32,OUT027,2041.502592
FDI34,OUT013,3802.024268
NCM29,OUT049,2150.008018
FDG46,OUT018,2047.508108
DRC01,OUT010,133.106736
FDB15,OUT027,4875.466976
NCA17,OUT027,3800.632746
FDF10,OUT046,2894.785214
FDR26,OUT027,4033.136764
FDI02,OUT049,1705.94605
NCM54,OUT010,298.97749
FDF14,OUT013,2396.593706
FDJ33,OUT010,330.629622
FDM20,OUT035,4305.455622
FDC03,OUT027,5437.661838
NCX05,OUT046,1692.603418
NCM41,OUT027,2577.6447
NCU29,OUT010,470.92034
FDQ59,OUT017,1188.246602
FDH46,OUT010,252.378148
FDH09,OUT013,727.073574
NCD06,OUT045,695.121832
FDC15,OUT035,2514.679994
DRD37,OUT027,1176.4686
FDT28,OUT027,3329.326242
FDR28,OUT027,3813.089864
FDT38,OUT017,1186.069436
FDV34,OUT027,2178.517574
FDY52,OUT035,1022.415796
FDB34,OUT013,1529.415838
DRL23,OUT018,1267.290378
DRB24,OUT046,2853.692038
FDJ50,OUT046,899.775436
FDQ49,OUT035,2006.568066
FDP20,OUT035,1538.504008
FDV19,OUT027,4570.976662
NCR54,OUT045,2654.331544
FDO09,OUT010,571.536036
FDS57,OUT018,2128.469388
FDN10,OUT049,2080.518472
FDV23,OUT049,2029.211924
FDY28,OUT049,3481.175248
DRG51,OUT013,2617.55941
FDD45,OUT019,293.81754
NCL18,OUT027,5222.714966
NCM29,OUT013,2238.472864
FDF17,OUT027,5513.136926
FDE22,OUT017,2806.406922
FDQ22,OUT017,549.38487
FDS01,OUT013,3193.629544
FDW35,OUT027,827.849062
FDJ33,OUT046,2203.325282
NCF54,OUT035,2940.90518
FDE09,OUT013,1380.716066
NCE06,OUT045,2040.763554
DRH49,OUT049,1029.453302
FDY43,OUT045,2677.98076
NCT05,OUT017,3956.389998
FDZ34,OUT045,4879.508382
FDL38,OUT017,1758.484328
FDZ31,OUT017,3105.437676
FDR14,OUT035,813.161514
NCN54,OUT049,1223.94014
NCC42,OUT027,4143.326664
FDK08,OUT017,1261.810844
FDP59,OUT013,1569.570236
FDV22,OUT035,3143.035402
FDD33,OUT035,3772.176454
DRE60,OUT027,7163.888156
FDK52,OUT046,4083.764196
FDA02,OUT017,1906.48501
FDM56,OUT049,1595.616332
FDE57,OUT035,2272.47527
FDM32,OUT045,1180.89617
NCQ30,OUT027,3007.631656
FDQ27,OUT027,2236.435516
FDT60,OUT027,3196.832042
FDU43,OUT049,4353.945836
NCO55,OUT035,2066.583278
FDG02,OUT045,2618.551452
FDJ28,OUT013,2854.271284
FDP40,OUT045,1715.327172
FDJ38,OUT045,3719.265328
NCC54,OUT017,4579.33911
NCZ41,OUT046,2109.367586
FDK38,OUT019,342.500836
FDU52,OUT013,2218.092726
FDC40,OUT046,1342.545752
NCR30,OUT017,1200.756984
NCN18,OUT017,2105.878794
FDB50,OUT035,1374.184568
FDG04,OUT013,3396.991496
FDR26,OUT035,2438.106336
NCT17,OUT018,2263.846502
FDX35,OUT027,6348.20326
FDS12,OUT046,3545.997536
NCZ29,OUT027,3152.736108
FDB38,OUT010,380.717756
FDP12,OUT013,547.773634
FDP22,OUT046,891.179958
FDS26,OUT018,3894.776866
FDR52,OUT046,2820.288852
DRJ13,OUT046,2615.641906
FDU48,OUT027,3747.142374
FDE29,OUT035,1145.069472
NCT29,OUT049,1838.386986
DRK37,OUT018,3489.737436
FDK55,OUT046,1239.979262
FDR07,OUT046,1369.38415
FDO21,OUT027,5765.4951
FDK46,OUT049,4441.438614
FDB12,OUT045,1703.38272
FDT31,OUT027,4055.294588
FDJ33,OUT045,1985.835054
FDC26,OUT027,3126.150714
NCQ02,OUT045,3007.7515
FDP08,OUT010,579.126156
FDB11,OUT027,5392.84684
FDV55,OUT013,2659.258464
FDW20,OUT049,2408.871058
NCJ18,OUT019,348.592906
FDC41,OUT018,1178.539238
FDE14,OUT027,2525.359426
FDG35,OUT013,2551.0127
FDF45,OUT035,1179.517964
FDS19,OUT027,2183.610944
FDS58,OUT019,372.242122
FDA26,OUT017,4176.183894
FDM32,OUT049,1084.162088
FDL45,OUT046,2015.849318
FDZ55,OUT049,2839.50384
FDY37,OUT049,2761.678478
FDO46,OUT046,2916.017576
FDQ60,OUT046,2060.078412
FDA19,OUT018,1627.707892
FDL15,OUT046,2689.938528
FDM10,OUT018,2977.084752
NCL05,OUT017,537.640158
DRK49,OUT010,77.412566
NCE18,OUT027,6540.512932
FDG40,OUT049,633.135852
DRI59,OUT045,3746.097068
FDK28,OUT035,5292.717178
NCD06,OUT019,120.090346
FDO11,OUT019,625.905264
FDK27,OUT046,1997.446606
FDT43,OUT027,1563.018764
FDD38,OUT018,1095.04126
FDA16,OUT049,3558.50126
FDL14,OUT027,4292.405942
NCM17,OUT049,671.978624
FDD20,OUT045,2136.878442
FDA40,OUT045,1209.79189
FDL43,OUT045,978.99232
FDV15,OUT045,1972.405868
FDE52,OUT046,1334.62939
NCL17,OUT010,395.505174
NCJ31,OUT045,3218.630334
FDR60,OUT045,947.786274
NCA18,OUT035,1276.43847
FDS21,OUT027,1685.858864
FDW09,OUT035,1154.051114
FDL26,OUT035,2621.148072
FDS47,OUT018,1238.75419
FDC39,OUT046,3550.032284
FDT51,OUT035,1772.619262
FDK40,OUT035,4519.503664
NCG19,OUT045,2702.88168
FDZ07,OUT046,948.605208
FDF08,OUT027,2354.022454
FDO04,OUT013,909.336324
FDK41,OUT018,1090.400634
FDP15,OUT049,4203.248664
NCD43,OUT018,1396.31576
NCP18,OUT013,2545.173634
FDZ51,OUT046,1648.474194
DRH13,OUT035,1389.917422
FDF38,OUT045,457.557734
NCI43,OUT045,628.102404
FDM38,OUT027,1874.539926
FDS03,OUT013,1092.298164
DRJ47,OUT017,2646.794688
FDT50,OUT010,171.60995
FDV02,OUT046,2752.244092
NCG18,OUT017,2005.962188
FDW52,OUT046,3238.144932
FDS40,OUT035,636.684566
FDN31,OUT017,3125.724602
FDA37,OUT045,1752.51876
FDA15,OUT046,4778.57976
FDL39,OUT046,2385.568058
FDJ53,OUT045,1741.273398
FDX22,OUT013,3722.774094
NCZ42,OUT045,4277.711736
FDD56,OUT027,4443.329486
FDD40,OUT017,3419.888358
FDS50,OUT013,4209.047782
NCN14,OUT013,3060.063406
FDT15,OUT013,2825.142534
NCS18,OUT027,2990.97334
NCO26,OUT010,268.9832
FDF58,OUT018,786.136692
NCB19,OUT013,1613.792672
FDH26,OUT017,2257.52806
DRB24,OUT027,4078.251372
FDA49,OUT018,1209.851812
FDB32,OUT045,1699.840664
FDI36,OUT017,3266.667804
NCA17,OUT010,276.426844
FDH22,OUT013,2205.02973
NCM26,OUT018,2525.019868
FDT15,OUT027,5331.247024
FDB16,OUT018,1149.33725
NCP54,OUT027,3598.61571
FDJ36,OUT013,1703.695646
FDO28,OUT045,1703.98194
FDU09,OUT013,794.372638
FDF29,OUT017,2648.978512
FDY08,OUT013,1916.032582
DRJ59,OUT018,336.415424
FDT23,OUT027,2435.543006
FDU15,OUT018,382.741788
FDT47,OUT013,1610.00427
FDI53,OUT019,392.515732
FDR59,OUT018,3766.071068
FDD53,OUT035,673.543254
FDY51,OUT017,3513.120332
FDT04,OUT049,562.141598
FDU51,OUT049,3651.440282
FDG14,OUT035,3002.564918
NCU06,OUT045,3863.211288
DRG25,OUT046,3449.429904
DRH49,OUT035,1057.843014
FDN15,OUT035,1823.75936
FDL43,OUT018,801.536646
NCT18,OUT049,3790.778906
NCB31,OUT013,3421.792546
FDK57,OUT035,1692.317124
FDY04,OUT019,362.468178
NCP54,OUT046,2399.536542
FDF41,OUT013,3346.923336
FDM01,OUT045,1731.432874
FDW03,OUT045,1629.532184
FDF28,OUT045,1841.50293
FDY37,OUT017,2723.414952
FDQ03,OUT017,2984.621608
FDP51,OUT027,3147.729292
FDJ40,OUT017,2032.847192
FDC32,OUT049,1311.013464
DRI49,OUT027,2220.90906
NCW54,OUT017,813.9405
FDF09,OUT017,702.891718
FDP45,OUT018,2739.347546
DRJ23,OUT018,3773.448132
FDS59,OUT017,2583.896562
FDY08,OUT046,2238.692578
FDX16,OUT049,3094.784876
FDY16,OUT018,3027.046384
FDK32,OUT035,2920.5317
FDQ22,OUT013,524.663716
NCC31,OUT018,2428.751846
FDG58,OUT049,2163.690208
DRF48,OUT013,2927.229648
DRH36,OUT049,1030.878114
NCR30,OUT035,1062.277242
FDB03,OUT019,546.275584
FDZ28,OUT027,4321.394874
FDR35,OUT017,3334.645984
DRD15,OUT027,5871.810044
FDJ33,OUT019,321.2485
FDA56,OUT010,275.694464
FDP56,OUT046,938.691446
NCT30,OUT046,848.475546
FDK15,OUT017,1465.951782
FDH44,OUT018,2018.066432
FDV01,OUT013,2420.509242
DRG03,OUT017,2633.025944
FDG50,OUT027,2583.23742
FDR16,OUT010,600.092198
FDZ60,OUT046,1214.559018
DRG03,OUT045,3120.657864
FDS56,OUT018,4099.643526
FDU33,OUT045,766.249246
DRD27,OUT035,1493.928698
FDW22,OUT046,3237.772084
DRA24,OUT045,2851.92101
FDF38,OUT049,529.457476
FDX48,OUT013,2359.49533
FDS58,OUT018,2677.71444
FDC32,OUT046,1361.880584
NCQ29,OUT045,3804.64752
DRK39,OUT018,1256.737448
NCS38,OUT017,2040.530524
DRO47,OUT013,1825.576994
DRG27,OUT027,940.522396
FDC57,OUT027,6156.679232
FDS55,OUT046,2715.89807
NCJ06,OUT018,1926.865148
FDO01,OUT019,231.951404
NCM55,OUT045,2662.028192
FDC52,OUT049,2281.177276
FDQ15,OUT045,1274.620836
NCT30,OUT027,1687.583286
NCR42,OUT027,970.756374
FDD28,OUT035,636.764462
FDQ34,OUT049,1507.524334
FDZ12,OUT027,3263.864786
DRE13,OUT019,213.575324
NCN07,OUT019,274.369522
FDM28,OUT035,2572.378222
FDI10,OUT017,2917.855184
FDQ25,OUT013,2685.724014
FDA38,OUT010,859.700934
DRI13,OUT049,3069.650926
FDY20,OUT027,2481.609708
NCZ53,OUT035,2862.633732
NCM31,OUT013,3157.276864
DRB01,OUT017,2920.212116
DRF37,OUT046,4686.026902
NCF42,OUT049,2409.077456
FDF16,OUT018,2391.267306
FDB41,OUT013,758.233014
FDR34,OUT013,5070.586324
FDR15,OUT018,2137.8838
NCV42,OUT019,329.93719
FDW51,OUT035,3436.65986
FDU36,OUT017,1737.931082
FDX60,OUT049,1210.897118
FDY03,OUT035,1491.511844
FDW55,OUT045,4398.647648
FDT01,OUT010,630.685708
FDG58,OUT013,2253.626472
FDK21,OUT017,4449.568032
NCS41,OUT019,357.428072
FDS10,OUT045,2802.871524
NCT53,OUT046,2233.466048
FDJ28,OUT018,2464.232328
FDX44,OUT045,1336.753292
FDT20,OUT018,374.725556
FDO44,OUT017,1912.656976
NCX17,OUT049,3171.984386
FDY01,OUT017,2002.466738
FDJ12,OUT027,4881.3127
DRK35,OUT018,411.670798
FDD47,OUT019,390.877864
NCM53,OUT035,1473.069184
FDO45,OUT013,1450.34543
NCM42,OUT010,259.79516
FDE04,OUT046,3035.269014
NCI30,OUT027,5660.638258
FDZ19,OUT013,2672.874074
FDW57,OUT013,3119.87222
FDA25,OUT013,1670.931628
FDT22,OUT046,872.038208
FDP51,OUT013,2386.613364
FDD48,OUT027,2871.881694
FDY39,OUT035,3435.66116
FDO48,OUT010,692.518554
FDD23,OUT027,4960.629454
DRN35,OUT027,896.819284
FDT01,OUT035,3662.359402
FDC20,OUT010,180.318614
DRJ35,OUT035,954.12469
FDB32,OUT046,1761.513718
FDL24,OUT046,3558.175018
NCV42,OUT035,2071.057454
FDZ46,OUT046,1996.387984
FDC15,OUT013,2188.444652
FDD08,OUT019,103.36545
FDY50,OUT049,1230.524902
FDD36,OUT013,2055.55763
FDG57,OUT027,1598.725618
FDL21,OUT018,379.153126
FDN16,OUT027,2578.257236
FDJ09,OUT027,1004.199508
FDS01,OUT010,387.635418
FDV33,OUT017,3967.155984
DRE12,OUT017,1397.973602
FDR07,OUT013,1319.229436
FDP48,OUT010,562.347996
NCB55,OUT035,858.928606
FDQ08,OUT013,666.645566
FDR34,OUT035,5847.135496
FDO33,OUT046,1866.643538
FDP13,OUT045,600.15212
FDX12,OUT049,4297.086516
NCT06,OUT049,2474.032904
FDR16,OUT019,449.84777
FDE36,OUT046,3303.859392
FDZ36,OUT049,3998.355372
FDV13,OUT045,1419.492258
NCZ17,OUT035,650.05383
FDU56,OUT045,2384.99547
FDM09,OUT035,2926.344134
FDV02,OUT017,2892.375018
FDS34,OUT018,1607.986896
FDA11,OUT049,1569.983032
FDP09,OUT017,4343.705832
FDB29,OUT027,2447.760436
FDT19,OUT017,2704.259886
DRH15,OUT017,919.349956
FDY38,OUT046,4619.540114
FDF14,OUT027,3496.4487
FDN48,OUT010,257.83105
FDQ12,OUT013,3400.180678
NCJ43,OUT045,2865.383486
FDE17,OUT019,257.271778
FDB05,OUT035,4500.1422
FDH10,OUT045,1459.626682
NCR06,OUT017,661.159374
FDU32,OUT018,1748.883492
FDD56,OUT049,2978.416352
FDO36,OUT018,3074.617794
FDH16,OUT010,191.91685
FDX10,OUT018,333.772198
FDZ37,OUT017,1439.199938
FDU31,OUT010,485.494702
DRC49,OUT049,2143.37665
FDL15,OUT045,2896.989012
FDN32,OUT019,460.081116
DRH59,OUT027,2173.810368
NCU29,OUT049,2495.38511
FDR37,OUT019,536.994332
FDS14,OUT018,2264.771964
FDU02,OUT027,6298.481316
FDJ08,OUT035,2954.161258
NCZ06,OUT045,3653.470972
FDO31,OUT049,1035.145892
FDH31,OUT018,1246.47747
FDS58,OUT017,2751.857928
NCA53,OUT027,1579.517288
FDF50,OUT046,2442.05453
NCW42,OUT049,3446.460436
NCQ17,OUT045,2353.56971
FDK51,OUT018,4593.327568
NCW41,OUT010,432.789974
NCR29,OUT017,696.167138
FDB08,OUT019,354.918006
FDA40,OUT027,2506.70371
FDL14,OUT018,2081.943284
FDB47,OUT046,2827.95221
FDO03,OUT035,4617.602636
DRK13,OUT019,512.945636
FDX13,OUT010,498.477802
FDF52,OUT046,2688.254054
FDT11,OUT013,2872.847104
FDB08,OUT013,2385.667928
FDQ28,OUT018,2239.757858
FDD29,OUT045,4708.790604
NCQ29,OUT027,5425.351196
NCO02,OUT013,772.088312
FDR56,OUT010,435.106958
NCM54,OUT049,2112.097366
FDP51,OUT035,1783.485118
FDT38,OUT013,976.748574
FDZ20,OUT018,2869.018754
FDJ53,OUT013,1749.695768
FDX13,OUT049,3836.146518
FDP58,OUT035,4090.169192
NCK31,OUT019,102.912706
FDA35,OUT018,1622.994028
FDV37,OUT018,2631.088466
NCO07,OUT027,5539.296208
FDA20,OUT045,2789.488944
FDZ59,OUT035,2888.67317
NCY17,OUT017,712.159654
FDQ28,OUT035,2563.59632
FDV35,OUT017,2713.281476
FDQ36,OUT013,528.605252
FDD34,OUT018,2428.978218
FDK51,OUT045,3900.935516
FDV31,OUT035,1956.093768
FDR04,OUT035,1572.572994
FDR14,OUT049,861.838152
DRC36,OUT010,508.17185
FDE39,OUT019,266.672874
FDP57,OUT049,1545.181982
FDE57,OUT046,2463.16039
NCN18,OUT046,2178.817184
NCQ05,OUT018,2493.447632
FDW47,OUT035,2348.423076
FDV46,OUT035,1748.017952
NCP29,OUT045,880.094388
FDE09,OUT018,1626.436214
NCU06,OUT027,5331.912824
FDT19,OUT010,460.513886
DRF15,OUT017,2438.266128
DRI51,OUT013,2546.491918
NCX54,OUT013,1544.62271
DRE01,OUT013,4172.395492
NCB07,OUT045,2844.603868
FDU50,OUT035,1575.402644
FDG40,OUT035,622.309944
FDW10,OUT018,3546.51686
FDX51,OUT013,2678.153868
NCP17,OUT045,1154.643676
FDP21,OUT035,3541.363568
FDL04,OUT045,1627.341702
FDV23,OUT013,2004.49077
FDF24,OUT046,1345.561826
FDH56,OUT027,3159.5539
FDB51,OUT049,1016.683258
FDI58,OUT027,2382.591932
FDR20,OUT013,724.75659
FDC51,OUT018,1686.964092
FDB16,OUT027,2411.780604
FDE40,OUT049,839.780198
NCM17,OUT035,689.26945
FDU56,OUT035,2816.127602
FDS32,OUT019,289.110334
FDX02,OUT049,4070.348326
FDT39,OUT027,4416.923858
FDE35,OUT017,791.889204
NCI42,OUT019,363.253822
DRL23,OUT046,1541.280394
FDA10,OUT046,1941.266402
FDA11,OUT013,1653.28127
NCM06,OUT046,2262.248582
NCT05,OUT035,4035.400484
NCQ02,OUT010,431.125474
NCY06,OUT049,2470.364346
FDY56,OUT035,4460.540416
FDL02,OUT035,1960.374862
NCI06,OUT035,3354.26711
FDQ14,OUT045,2197.17329
FDQ12,OUT017,2995.03472
FDP36,OUT046,884.954728
FDK21,OUT027,6370.520876
FDO40,OUT045,2480.697562
NCK54,OUT019,296.534004
FDY09,OUT018,2765.56675
NCW30,OUT049,3595.100286
NCC55,OUT027,921.260802
FDE58,OUT018,1417.181932
FDR39,OUT013,3027.885292
FDU28,OUT049,3219.515848
FDH08,OUT017,3697.313902
FDG35,OUT045,2812.578888
FDG22,OUT049,587.748266
FDC34,OUT035,3555.831402
FDP15,OUT018,3340.192098
FDK34,OUT010,625.172884
FDU45,OUT035,2092.103392
FDQ04,OUT027,986.875392
FDX22,OUT018,2865.443408
FDB45,OUT017,1489.840686
NCH43,OUT027,5644.472634
DRE60,OUT046,5492.310702
FDD17,OUT027,5925.773134
NCM54,OUT017,1851.609774
NCH55,OUT013,1760.168802
NCT06,OUT017,2683.560164
FDA48,OUT027,4540.869186
FDY58,OUT027,7356.45749
FDO25,OUT045,4298.857544
FDN50,OUT045,1431.543238
FDH35,OUT035,2345.34708
FDK09,OUT045,3835.986726
FDO16,OUT013,2024.085264
FDW11,OUT045,994.079348
FDU47,OUT027,4139.032254
NCQ42,OUT010,285.448434
FDK55,OUT027,2759.661104
FDN08,OUT049,1748.7237
FDT57,OUT045,4195.485436
FDJ12,OUT018,3634.888494
DRL59,OUT017,975.96293
NCN53,OUT046,573.180562
FDO51,OUT010,73.77064
FDK56,OUT017,3349.799592
FDY12,OUT035,797.581794
FDU15,OUT035,673.276934
FDQ19,OUT046,3830.993226
DRF15,OUT045,2481.842738
DRE25,OUT019,190.645172
FDK57,OUT018,1857.988138
FDD33,OUT010,606.783488
FDR34,OUT027,6230.669586
FDU04,OUT045,1874.866168
FDE35,OUT019,140.304034
NCD31,OUT035,3053.485302
FDJ56,OUT035,2124.621064
NCU53,OUT046,2237.001446
FDD39,OUT035,3400.70666
NCU17,OUT019,233.09658
FDJ20,OUT046,1590.050244
NCW41,OUT018,2875.55691
FDL52,OUT035,792.375238
FDS39,OUT035,1926.911754
DRJ47,OUT045,2533.462212
FDP13,OUT010,70.661354
DRK39,OUT010,161.116942
FDF28,OUT010,254.928162
FDB09,OUT045,1603.020028
FDM51,OUT046,1388.406056
DRM49,OUT018,489.735848
DRF23,OUT013,2586.712896
DRH01,OUT035,3297.74069
FDH12,OUT027,2601.433734
FDA28,OUT019,279.216546
FDW37,OUT018,1363.278764
FDF02,OUT046,1578.705012
DRL37,OUT046,955.043494
NCF43,OUT046,1825.210804
FDH08,OUT010,464.249024
FDR34,OUT019,552.261126
NCK19,OUT049,3547.156028
NCD55,OUT018,326.07555
FDT27,OUT049,3300.024384
FDQ57,OUT045,2169.10982
FDA47,OUT035,2687.515016
DRG15,OUT027,1994.317346
FDE05,OUT018,1961.41351
FDN46,OUT046,1645.278354
FDX27,OUT027,2476.789316
FDT51,OUT045,1727.970714
FDU33,OUT013,623.175484
FDJ16,OUT027,1577.206962
FDD20,OUT019,271.11376
FDT36,OUT049,553.526146
DRF15,OUT027,2857.773392
FDN52,OUT010,189.759658
FDC22,OUT027,6158.523498
FDX15,OUT045,2366.512862
FDT13,OUT013,3148.361802
FDU04,OUT017,2050.843766
FDU31,OUT019,404.533422
FDW59,OUT027,1969.622824
NCO29,OUT046,2071.576778
FDL15,OUT035,2812.492334
FDI41,OUT049,2815.941178
FDQ48,OUT049,1630.098114
DRI39,OUT013,808.494256
FDI08,OUT013,4308.25864
FDC21,OUT049,1692.669998
FDF58,OUT035,1067.104292
FDS08,OUT010,351.535742
FDE47,OUT045,2141.605622
NCP18,OUT019,225.865992
NCR41,OUT013,1534.722264
FDA27,OUT013,3041.720616
FDA43,OUT035,3566.896998
FDA49,OUT045,1352.286406
NCE55,OUT018,2959.540922
DRM49,OUT027,872.644086
FDF22,OUT027,5249.719814
FDQ15,OUT018,1251.93703
NCS54,OUT017,3601.51194
NCY05,OUT013,555.929684
FDR45,OUT046,4692.977854
FDK57,OUT049,2240.670004
FDF41,OUT010,508.531382
FDV21,OUT046,2484.339488
FDD51,OUT046,576.462956
FDF33,OUT046,1566.241236
FDA38,OUT046,3465.735346
FDR56,OUT045,2870.82973
NCN41,OUT017,2203.351914
FDC60,OUT027,2761.745058
FDB47,OUT045,2814.942478
DRH01,OUT013,2834.763344
FDW08,OUT046,1660.957944
FDF38,OUT027,819.140398
FDY32,OUT017,2551.485418
FDG34,OUT049,1563.83104
FDG47,OUT019,493.377774
NCF18,OUT035,3594.168166
FDL39,OUT019,592.202468
NCH55,OUT035,1960.854238
DRJ35,OUT049,833.242042
FDS44,OUT035,4107.513282
DRE01,OUT018,3909.098224
FDY39,OUT013,3238.591018
FDY32,OUT018,2490.138606
FDR33,OUT027,4073.217924
NCP50,OUT049,960.28334
FDZ47,OUT018,1299.794734
FDU57,OUT049,2417.75283
FDY44,OUT013,2625.009712
DRH59,OUT018,936.434384
FDB03,OUT027,6335.759458
FDY46,OUT045,2733.681588
FDM39,OUT045,2656.994744
FDY36,OUT035,1342.312722
NCM55,OUT035,3114.925326
FDJ50,OUT010,171.663214
DRL60,OUT013,2173.817026
NCJ54,OUT049,4340.310252
FDX59,OUT017,509.683216
FDI07,OUT013,2923.574406
DRF51,OUT010,88.757798
FDM14,OUT017,1656.403872
FDP21,OUT045,3672.040134
FDE40,OUT035,1113.910032
FDE05,OUT035,2602.372512
FDM13,OUT027,3136.836804
FDC34,OUT027,3418.669944
NCI55,OUT018,1919.93417
NCE43,OUT018,2008.758548
FDW58,OUT018,1284.468018
FDG60,OUT045,4407.809056
FDV31,OUT017,2500.17887
FDR47,OUT013,3081.602036
FDM60,OUT019,78.13163
NCF06,OUT018,3073.892072
NCN26,OUT027,2390.574874
FDQ59,OUT049,1271.005542
FDF09,OUT046,571.542694
NCS06,OUT017,3430.614396
FDT44,OUT046,1516.545924
FDI19,OUT017,4480.640918
FDT22,OUT017,888.996134
NCF54,OUT027,4404.673138
DRG25,OUT045,3076.288952
FDB59,OUT017,2839.443918
FDQ37,OUT017,3343.321358
FDP56,OUT035,785.450918
FDW44,OUT035,2538.96172
FDJ26,OUT010,531.022106
FDU43,OUT018,2935.991576
FDW33,OUT045,1461.883744
NCX53,OUT027,3079.538056
FDN56,OUT010,499.51645
DRF15,OUT049,2407.572748
FDO33,OUT017,1840.976948
FDZ39,OUT010,229.095122
NCJ19,OUT017,936.21467
FDU01,OUT035,3544.532776
FDT12,OUT035,4139.651448
NCM18,OUT018,1073.76895
FDP19,OUT017,3585.745796
NCR42,OUT049,447.963556
FDN10,OUT046,1909.221448
FDG44,OUT017,843.841578
FDQ10,OUT046,2997.558102
DRH13,OUT049,1139.64986
FDT52,OUT013,4042.344778
FDM56,OUT045,1630.291196
NCO43,OUT010,289.143624
NCV29,OUT035,3763.261392
NCF06,OUT013,4060.98052
FDO50,OUT035,1443.980382
FDT59,OUT013,3631.399702
FDX40,OUT027,980.876534
FDE50,OUT017,3611.678706
FDX51,OUT017,3037.526076
NCD30,OUT018,1467.32333
FDK15,OUT013,1728.922808
FDL12,OUT045,1651.603454
FDK46,OUT017,4371.036922
DRH49,OUT010,170.098584
FDQ57,OUT046,2382.871568
FDY59,OUT017,1367.839494
FDO09,OUT018,4306.32782
NCG30,OUT035,1510.06769
FDM09,OUT017,2485.018604
NCN17,OUT027,3024.3965
NCS42,OUT013,1400.90978
FDD02,OUT019,301.634032
FDE34,OUT013,3880.31569
FDU38,OUT045,3233.437726
FDB33,OUT046,3130.538336
NCJ29,OUT017,1114.98197
FDZ27,OUT035,643.608886
FDI40,OUT013,1594.045044
FDG22,OUT013,584.20621
FDT51,OUT017,1781.574272
FDF20,OUT018,2872.986922
FDV50,OUT035,1877.82232
FDT02,OUT049,528.67849
DRC49,OUT017,2451.089436
FDF26,OUT049,2511.643946
FDV52,OUT035,2281.883024
FDX59,OUT049,545.616442
FDV25,OUT035,3936.968612
FDW23,OUT027,925.768268
FDE53,OUT018,1230.584824
FDA19,OUT017,1931.059688
FDH22,OUT046,2439.943944
NCO41,OUT013,1557.40607
FDX12,OUT017,4485.055172
FDF17,OUT013,2887.934132
FDS11,OUT045,3934.338702
FDR51,OUT035,2605.128924
FDT49,OUT010,217.3837
FDC56,OUT013,2182.878564
FDR13,OUT027,2678.919538
FDQ60,OUT035,2135.140704
FDN38,OUT049,4284.562818
NCL29,OUT013,2863.73896
FDO13,OUT027,4231.32545
FDE26,OUT018,2307.602878
FDA31,OUT010,455.227434
FDX14,OUT035,1408.10042
FDA34,OUT045,3570.605504
FDF26,OUT013,2192.133184
FDE38,OUT045,2625.728776
DRI11,OUT046,2321.032064
FDQ60,OUT027,3075.876156
FDL21,OUT027,955.536186
DRC12,OUT027,5175.89591
FDC47,OUT046,3732.97415
FDE57,OUT045,2166.320118
FDT14,OUT045,2276.20375
NCZ53,OUT046,3683.385366
FDE28,OUT018,4268.503722
FDR19,OUT035,3007.911292
NCF54,OUT019,333.925332
FDZ08,OUT046,1390.043924
NCJ05,OUT018,2226.53507
FDF59,OUT046,2062.987958
NCO05,OUT035,2104.700328
FDW24,OUT018,681.885728
NCX42,OUT018,2969.847506
NCA53,OUT035,689.26945
FDI45,OUT019,347.234674
FDG46,OUT046,2253.10049
FDM20,OUT010,640.086804
FDW11,OUT010,157.86118
FDX08,OUT035,2962.024356
NCK17,OUT035,659.421636
FDK32,OUT018,2404.083956
NCA42,OUT035,2905.797546
DRI01,OUT035,3217.731504
NCL55,OUT049,4253.157032
DRE25,OUT018,1392.414172
FDD14,OUT017,2641.474946
FDB10,OUT046,3277.906508
DRN11,OUT035,2231.99463
FDP38,OUT018,648.509174
NCA30,OUT017,3130.505046
