Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS22,OUT049,571.249742
FDW24,OUT017,650.946002
FDU24,OUT035,1761.560324
FDA21,OUT027,5152.406486
FDH58,OUT027,3259.02442
FDW36,OUT018,1667.1632
FDI45,OUT027,5372.0073
FDU01,OUT018,3538.021252
FDF35,OUT027,3154.487162
FDU43,OUT019,479.848718
FDE24,OUT019,358.446746
FDK50,OUT049,2943.8347
FDG31,OUT045,988.752948
FDC60,OUT045,1773.131928
FDL36,OUT013,1419.971634
FDP21,OUT013,3631.546178
FDW16,OUT045,1261.12507
FDX02,OUT017,3219.555796
FDQ58,OUT027,3305.004568
FDT51,OUT046,1708.436142
FDD59,OUT049,1455.844938
NCM42,OUT018,1743.623672
FDA57,OUT018,467.777764
FDZ48,OUT035,2106.944074
FDE46,OUT045,1911.831384
NCZ30,OUT019,375.417988
FDB56,OUT017,3596.624968
FDA25,OUT027,2501.563734
FDD20,OUT013,2275.990694
FDL25,OUT013,1622.101856
NCO18,OUT049,2860.729544
FDJ45,OUT017,705.228676
FDR12,OUT035,2620.881752
NCF19,OUT010,128.03334
FDK25,OUT046,3568.068806
NCR17,OUT046,1906.744672
FDC52,OUT046,2231.535228
NCA54,OUT017,3308.846234
FDR45,OUT010,485.474728
NCM19,OUT049,2207.899328
FDF39,OUT027,5479.527342
FDX23,OUT049,1173.326024
FDD58,OUT027,2873.180004
FDX28,OUT013,1724.302156
NCD31,OUT013,2599.862446
FDU57,OUT018,2395.668244
FDI27,OUT046,643.003008
NCM42,OUT046,1745.081774
FDD32,OUT027,2056.116902
FDI34,OUT013,3761.057594
NCM29,OUT049,2150.96677
FDG46,OUT018,1946.66604
DRC01,OUT010,124.13841
FDB15,OUT027,4453.482936
NCA17,OUT027,3560.43208
FDF10,OUT046,2479.778758
FDR26,OUT027,4455.640128
FDI02,OUT049,1417.328408
NCM54,OUT010,291.893378
FDF14,OUT013,2219.584118
FDJ33,OUT010,292.91871
FDM20,OUT035,4319.770322
FDC03,OUT027,5608.386274
NCX05,OUT046,1659.000492
NCM41,OUT027,2596.759818
NCU29,OUT010,531.121976
FDQ59,OUT017,1290.85304
FDH46,OUT010,259.42897
FDH09,OUT013,668.76281
NCD06,OUT045,720.735158
FDC15,OUT035,2634.590574
DRD37,OUT027,1130.102288
FDT28,OUT027,3092.47455
FDR28,OUT027,3903.771824
FDT38,OUT017,1071.378728
FDV34,OUT027,2064.752328
FDY52,OUT035,1079.2618
FDB34,OUT013,1651.503584
DRL23,OUT018,1206.702578
DRB24,OUT046,2672.32146
FDJ50,OUT046,911.593386
FDQ49,OUT035,1690.739178
FDP20,OUT035,1489.647604
FDV19,OUT027,4448.44283
NCR54,OUT045,2789.46897
FDO09,OUT010,669.002498
FDS57,OUT018,2084.167056
FDN10,OUT049,2194.8097
FDV23,OUT049,1886.557616
FDY28,OUT049,3544.945572
DRG51,OUT013,2483.86677
FDD45,OUT019,259.89503
NCL18,OUT027,5240.824726
NCM29,OUT013,2251.822154
FDF17,OUT027,5508.4963
FDE22,OUT017,2809.569472
FDQ22,OUT017,510.289094
FDS01,OUT013,3290.123938
FDW35,OUT027,872.191342
FDJ33,OUT046,2126.305538
NCF54,OUT035,3014.282998
FDE09,OUT013,1193.992456
NCE06,OUT045,2115.2466
DRH49,OUT049,1148.431762
FDY43,OUT045,2525.17966
NCT05,OUT017,4134.444892
FDZ34,OUT045,4412.909084
FDL38,OUT017,1630.624096
FDZ31,OUT017,3050.176276
FDR14,OUT035,766.994942
NCN54,OUT049,1331.63329
NCC42,OUT027,3869.057012
FDK08,OUT017,1508.50306
FDP59,OUT013,1609.27189
FDV22,OUT035,3185.193858
FDD33,OUT035,3754.839022
DRE60,OUT027,6662.773786
FDK52,OUT046,4092.213198
FDA02,OUT017,1815.856314
FDM56,OUT049,1614.46513
FDE57,OUT035,2377.525194
FDM32,OUT045,1224.53936
NCQ30,OUT027,2944.23418
FDQ27,OUT027,2131.805046
FDT60,OUT027,3374.028054
FDU43,OUT049,4380.411386
NCO55,OUT035,2103.874736
FDG02,OUT045,2403.57129
FDJ28,OUT013,2944.547106
FDP40,OUT045,1746.972646
FDJ38,OUT045,3160.426098
NCC54,OUT017,4499.296634
NCZ41,OUT046,1985.728526
FDK38,OUT019,326.721376
FDU52,OUT013,2177.412346
FDC40,OUT046,1339.316622
NCR30,OUT017,1104.921732
NCN18,OUT017,1810.150408
FDB50,OUT035,1375.303112
FDG04,OUT013,3538.840186
FDR26,OUT035,2544.714232
NCT17,OUT018,2281.816444
FDX35,OUT027,5966.446856
FDS12,OUT046,3443.164726
NCZ29,OUT027,3437.245764
FDB38,OUT010,420.179722
FDP12,OUT013,570.75705
FDP22,OUT046,863.669102
FDS26,OUT018,4067.152486
FDR52,OUT046,2980.913102
DRJ13,OUT046,2587.385354
FDU48,OUT027,3520.424158
FDE29,OUT035,1128.943796
NCT29,OUT049,1809.01189
DRK37,OUT018,3756.064094
FDK55,OUT046,1222.728384
FDR07,OUT046,1324.828814
FDO21,OUT027,5734.548716
FDK46,OUT049,4264.042862
FDB12,OUT045,1742.891292
FDT31,OUT027,4020.706278
FDJ33,OUT045,1989.237292
FDC26,OUT027,3212.345182
NCQ02,OUT045,2954.547422
FDP08,OUT010,547.08786
FDB11,OUT027,5549.822506
FDV55,OUT013,2597.811782
FDW20,OUT049,2420.41603
NCJ18,OUT019,331.974538
FDC41,OUT018,1218.121048
FDE14,OUT027,2599.429676
FDG35,OUT013,2624.410492
FDF45,OUT035,1209.638756
FDS19,OUT027,2327.20403
FDS58,OUT019,404.60666
FDA26,OUT017,3829.927946
FDM32,OUT049,1144.756546
FDL45,OUT046,2110.572684
FDZ55,OUT049,3010.827496
FDY37,OUT049,2613.850904
FDO46,OUT046,3216.553038
FDQ60,OUT046,1903.695308
FDA19,OUT018,1685.366172
FDL15,OUT046,2811.87314
FDM10,OUT018,2900.411224
NCL05,OUT017,590.358202
DRK49,OUT010,76.30068
NCE18,OUT027,6548.735562
FDG40,OUT049,660.180648
DRI59,OUT045,4078.777354
FDK28,OUT035,4714.223532
NCD06,OUT019,127.121194
FDO11,OUT019,563.79944
FDK27,OUT046,2079.89262
FDT43,OUT027,1479.154596
FDD38,OUT018,1011.476702
FDA16,OUT049,3903.225868
FDL14,OUT027,4278.0979
NCM17,OUT049,664.16879
FDD20,OUT045,2160.547632
FDA40,OUT045,1213.800006
FDL43,OUT045,1046.011748
FDV15,OUT045,1994.284056
FDE52,OUT046,1341.333996
NCL17,OUT010,413.32864
NCJ31,OUT045,3457.712456
FDR60,OUT045,912.991566
NCA18,OUT035,1275.346558
FDS21,OUT027,1523.71659
FDW09,OUT035,1240.005894
FDL26,OUT035,2820.481934
FDS47,OUT018,1185.936276
FDC39,OUT046,3216.406562
FDT51,OUT035,1846.290032
FDK40,OUT035,4282.831738
NCG19,OUT045,3134.193578
FDZ07,OUT046,1044.393854
FDF08,OUT027,2425.416188
FDO04,OUT013,856.924548
FDK41,OUT018,1084.75465
FDP15,OUT049,4380.085144
NCD43,OUT018,1113.370734
NCP18,OUT013,2459.471858
FDZ51,OUT046,1548.95041
DRH13,OUT035,1322.34538
FDF38,OUT045,553.133324
NCI43,OUT045,728.311962
FDM38,OUT027,1832.234994
FDS03,OUT013,1130.69485
DRJ47,OUT017,2592.219062
FDT50,OUT010,182.748784
FDV02,OUT046,2916.763272
NCG18,OUT017,1905.113462
FDW52,OUT046,3289.564666
FDS40,OUT035,654.601244
FDN31,OUT017,3110.9505
FDA37,OUT045,1885.572232
FDA15,OUT046,4590.404706
FDL39,OUT046,2715.511906
FDJ53,OUT045,1507.198092
FDX22,OUT013,3770.232318
NCZ42,OUT045,4698.08454
FDD56,OUT027,4530.256334
FDD40,OUT017,3542.775064
FDS50,OUT013,3955.211532
NCN14,OUT013,2840.629042
FDT15,OUT013,2927.562548
NCS18,OUT027,3003.583592
NCO26,OUT010,243.489718
FDF58,OUT018,789.379138
NCB19,OUT013,1522.91763
FDH26,OUT017,2242.793906
DRB24,OUT027,3734.8051
FDA49,OUT018,1166.608102
FDB32,OUT045,1698.182822
FDI36,OUT017,3481.53478
NCA17,OUT010,286.26071
FDH22,OUT013,1787.067122
NCM26,OUT018,2647.959838
FDT15,OUT027,5039.959524
FDB16,OUT018,1244.000694
NCP54,OUT027,3623.296916
FDJ36,OUT013,1809.657716
FDO28,OUT045,1763.850676
FDU09,OUT013,783.04738
FDF29,OUT017,2466.968766
FDY08,OUT013,2038.806102
DRJ59,OUT018,352.121646
FDT23,OUT027,2335.886062
FDU15,OUT018,374.47921
FDT47,OUT013,1607.980238
FDI53,OUT019,399.000624
FDR59,OUT018,3697.546932
FDD53,OUT035,656.771752
FDY51,OUT017,3486.867838
FDT04,OUT049,530.34299
FDU51,OUT049,3476.980708
FDG14,OUT035,3166.298454
NCU06,OUT045,4006.071994
DRG25,OUT046,3275.662762
DRH49,OUT035,894.482326
FDN15,OUT035,1953.230828
FDL43,OUT018,819.985964
NCT18,OUT049,3716.615444
NCB31,OUT013,3529.598882
FDK57,OUT035,1867.655554
FDY04,OUT019,389.572896
NCP54,OUT046,2394.396566
FDF41,OUT013,3411.186352
FDM01,OUT045,1843.280616
FDW03,OUT045,1637.215516
FDF28,OUT045,1896.651144
FDY37,OUT017,2579.349148
FDQ03,OUT017,3124.739218
FDP51,OUT027,3316.809202
FDJ40,OUT017,2000.116464
FDC32,OUT049,1387.95997
DRI49,OUT027,2333.735528
NCW54,OUT017,843.93479
FDF09,OUT017,600.358518
FDP45,OUT018,2674.412072
DRJ23,OUT018,3640.241526
FDS59,OUT017,2615.042686
FDY08,OUT046,2302.522824
FDX16,OUT049,3048.678226
FDY16,OUT018,3057.806344
FDK32,OUT035,2908.886858
FDQ22,OUT013,552.394286
NCC31,OUT018,2386.986212
FDG58,OUT049,2442.740304
DRF48,OUT013,3273.918366
DRH36,OUT049,960.629556
NCR30,OUT035,1085.966406
FDB03,OUT019,552.121308
FDZ28,OUT027,4239.44821
FDR35,OUT017,3312.92093
DRD15,OUT027,5895.872056
FDJ33,OUT019,348.04695
FDA56,OUT010,255.520724
FDP56,OUT046,854.414482
NCT30,OUT046,720.42889
FDK15,OUT017,1370.662486
FDH44,OUT018,1920.473468
FDV01,OUT013,2529.347568
DRG03,OUT017,2605.921226
FDG50,OUT027,2606.70687
FDR16,OUT010,632.756346
FDZ60,OUT046,1197.521196
DRG03,OUT045,2992.098542
FDS56,OUT018,4132.980132
FDU33,OUT045,783.040722
DRD27,OUT035,1375.196584
FDW22,OUT046,3295.963004
DRA24,OUT045,2706.663424
FDF38,OUT049,586.216926
FDX48,OUT013,2327.450376
FDS58,OUT018,2587.485224
FDC32,OUT046,1427.648308
NCQ29,OUT045,3654.749308
DRK39,OUT018,1387.214274
NCS38,OUT017,1858.234484
DRO47,OUT013,1895.286254
DRG27,OUT027,966.295514
FDC57,OUT027,5878.354858
FDS55,OUT046,2484.29954
NCJ06,OUT018,1948.044246
FDO01,OUT019,220.526276
NCM55,OUT045,2870.590042
FDC52,OUT049,2401.047908
FDQ15,OUT045,1247.429564
NCT30,OUT027,1681.41132
NCR42,OUT027,935.462316
FDD28,OUT035,666.938518
FDQ34,OUT049,1469.18757
FDZ12,OUT027,3521.269724
DRE13,OUT019,180.378536
NCN07,OUT019,271.666374
FDM28,OUT035,2609.449966
FDI10,OUT017,2820.741596
FDQ25,OUT013,2673.346792
FDA38,OUT010,806.656648
DRI13,OUT049,3501.914918
FDY20,OUT027,2557.224614
NCZ53,OUT035,2935.97826
NCM31,OUT013,3144.919616
DRB01,OUT017,2887.321596
DRF37,OUT046,3982.51599
NCF42,OUT049,2611.354154
FDF16,OUT018,2539.76068
FDB41,OUT013,791.815966
FDR34,OUT013,4842.816144
FDR15,OUT018,2014.664194
NCV42,OUT019,360.337618
FDW51,OUT035,3558.940688
FDU36,OUT017,1636.017076
FDX60,OUT049,1315.341164
FDY03,OUT035,1488.442506
FDW55,OUT045,4526.547828
FDT01,OUT010,662.843848
FDG58,OUT013,2466.75571
FDK21,OUT017,4644.494298
NCS41,OUT019,364.272496
FDS10,OUT045,2893.127372
NCT53,OUT046,2080.418602
FDJ28,OUT018,2268.194176
FDX44,OUT045,1216.003804
FDT20,OUT018,348.825936
FDO44,OUT017,1924.980934
NCX17,OUT049,3180.653102
FDY01,OUT017,2016.961204
FDJ12,OUT027,4994.971418
DRK35,OUT018,448.363036
FDD47,OUT019,375.564464
NCM53,OUT035,1467.849312
FDO45,OUT013,1335.035528
NCM42,OUT010,257.6646
FDE04,OUT046,3221.213638
NCI30,OUT027,5960.77424
FDZ19,OUT013,2592.911494
FDW57,OUT013,2958.369114
FDA25,OUT013,1540.980784
FDT22,OUT046,911.040772
FDP51,OUT013,2218.272492
FDD48,OUT027,2727.742652
FDY39,OUT035,3482.373688
FDO48,OUT010,600.012302
FDD23,OUT027,5422.668022
DRN35,OUT027,887.651218
FDT01,OUT035,3473.119068
FDC20,OUT010,176.86977
DRJ35,OUT035,960.942482
FDB32,OUT046,1706.87817
FDL24,OUT046,3537.102448
NCV42,OUT035,1973.19817
FDZ46,OUT046,1896.537958
FDC15,OUT013,2593.983432
FDD08,OUT019,94.590206
FDY50,OUT049,1194.84468
FDD36,OUT013,2227.127632
FDG57,OUT027,1554.316758
FDL21,OUT018,333.539168
FDN16,OUT027,2801.499976
FDJ09,OUT027,1049.307458
FDS01,OUT010,322.5801
FDV33,OUT017,4123.452534
DRE12,OUT017,1391.768346
FDR07,OUT013,1466.311314
FDP48,OUT010,633.5087
NCB55,OUT035,789.452376
FDQ08,OUT013,696.766358
FDR34,OUT035,5436.203736
FDO33,OUT046,1883.31517
FDP13,OUT045,568.400118
FDX12,OUT049,4212.829526
NCT06,OUT049,2289.61962
FDR16,OUT019,542.120992
FDE36,OUT046,3197.551106
FDZ36,OUT049,4156.68927
FDV13,OUT045,1445.75141
NCZ17,OUT035,689.495822
FDU56,OUT045,2494.81918
FDM09,OUT035,2898.187452
FDV02,OUT017,2767.590782
FDS34,OUT018,1591.122182
FDA11,OUT049,1600.756308
FDP09,OUT017,4493.38433
FDB29,OUT027,2634.517336
FDT19,OUT017,2600.641432
DRH15,OUT017,952.020762
FDY38,OUT046,4383.041296
FDF14,OUT027,3626.159856
FDN48,OUT010,249.022516
FDQ12,OUT013,3454.356824
NCJ43,OUT045,2744.387652
FDE17,OUT019,305.528962
FDB05,OUT035,4486.100478
FDH10,OUT045,1444.080252
NCR06,OUT017,635.519416
FDU32,OUT018,1728.476722
FDD56,OUT049,3010.7476
FDO36,OUT018,3314.871724
FDH16,OUT010,202.243408
FDX10,OUT018,361.46282
FDZ37,OUT017,1469.081042
FDU31,OUT010,554.218578
DRC49,OUT049,2221.634782
FDL15,OUT045,2701.263786
FDN32,OUT019,524.890088
DRH59,OUT027,2147.944038
NCU29,OUT049,2572.531356
FDR37,OUT019,642.39713
FDS14,OUT018,2364.309064
FDU02,OUT027,6191.94
FDJ08,OUT035,3087.341232
NCZ06,OUT045,3661.294122
FDO31,OUT049,1167.407062
FDH31,OUT018,1221.696394
FDS58,OUT017,2749.95374
NCA53,OUT027,1543.710564
FDF50,OUT046,2856.734744
NCW42,OUT049,3548.18136
NCQ17,OUT045,2485.218344
FDK51,OUT018,4613.807576
NCW41,OUT010,512.739238
NCR29,OUT017,716.93344
FDB08,OUT019,362.574706
FDA40,OUT027,2286.030958
FDL14,OUT018,2227.16758
FDB47,OUT046,3131.377244
FDO03,OUT035,4617.762428
DRK13,OUT019,510.688574
FDX13,OUT010,620.012934
FDF52,OUT046,2901.969196
FDT11,OUT013,3155.013144
FDB08,OUT013,2236.029378
FDQ28,OUT018,2270.557766
FDD29,OUT045,4615.59192
NCQ29,OUT027,5557.39931
NCO02,OUT013,754.977252
FDR56,OUT010,415.652282
NCM54,OUT049,2088.468124
FDP51,OUT035,1676.238054
FDT38,OUT013,1020.957694
FDZ20,OUT018,2713.687614
FDJ53,OUT013,1716.771958
FDX13,OUT049,3949.232648
FDP58,OUT035,3713.552764
NCK31,OUT019,106.987402
FDA35,OUT018,1729.575292
FDV37,OUT018,2880.31738
NCO07,OUT027,5110.44777
FDA20,OUT045,2890.17122
FDZ59,OUT035,2942.276728
NCY17,OUT017,806.510172
FDQ28,OUT035,2705.318508
FDV35,OUT017,2640.636038
FDQ36,OUT013,592.375576
FDD34,OUT018,2468.61995
FDK51,OUT045,4129.704396
FDV31,OUT035,2032.467686
FDR04,OUT035,1623.68646
FDR14,OUT049,813.634232
DRC36,OUT010,515.009616
FDE39,OUT019,278.690564
FDP57,OUT049,1586.13534
FDE57,OUT046,2395.428556
NCN18,OUT046,1718.782674
NCQ05,OUT018,2571.133176
FDW47,OUT035,2394.962496
FDV46,OUT035,1843.846546
NCP29,OUT045,1002.748064
FDE09,OUT018,1460.818464
NCU06,OUT027,5546.58006
FDT19,OUT010,498.71749
DRF15,OUT017,2218.265834
DRI51,OUT013,2682.727914
NCX54,OUT013,1582.932842
DRE01,OUT013,4382.388812
NCB07,OUT045,2920.924522
FDU50,OUT035,1464.280624
FDG40,OUT035,627.629686
FDW10,OUT018,3451.300802
FDX51,OUT013,2550.107212
NCP17,OUT045,1172.653566
FDP21,OUT035,3305.184334
FDL04,OUT045,1654.326576
FDV23,OUT013,2175.554764
FDF24,OUT046,1411.542606
FDH56,OUT027,3254.989672
FDB51,OUT049,959.431116
FDI58,OUT027,2430.116736
FDR20,OUT013,777.428028
FDC51,OUT018,1634.352576
FDB16,OUT027,2461.715604
FDE40,OUT049,891.952286
NCM17,OUT035,745.935688
FDU56,OUT035,3092.967242
FDS32,OUT019,279.889004
FDX02,OUT049,3975.305376
FDT39,OUT027,4277.53197
FDE35,OUT017,776.276194
NCI42,OUT019,325.849178
DRL23,OUT046,1608.33977
FDA10,OUT046,1942.165232
FDA11,OUT013,1589.650764
NCM06,OUT046,2320.765744
NCT05,OUT035,4215.958786
NCQ02,OUT010,436.758142
NCY06,OUT049,2344.235194
FDY56,OUT035,4606.177508
FDL02,OUT035,1817.60071
NCI06,OUT035,3704.571122
FDQ14,OUT045,2263.427048
FDQ12,OUT017,3320.118228
FDP36,OUT046,858.156278
FDK21,OUT027,6256.68905
FDO40,OUT045,2275.930772
NCK54,OUT019,310.316064
FDY09,OUT018,3010.794206
NCW30,OUT049,3511.249434
NCC55,OUT027,885.653818
FDE58,OUT018,1463.508296
FDR39,OUT013,3234.969066
FDU28,OUT049,3045.828602
FDH08,OUT017,3513.52647
FDG35,OUT045,2904.692318
FDG22,OUT049,593.081324
FDC34,OUT035,3606.179198
FDP15,OUT018,3308.0273
FDK34,OUT010,546.242294
FDU45,OUT035,2096.284616
FDQ04,OUT027,899.52909
FDX22,OUT018,3062.606762
FDB45,OUT017,1546.68669
NCH43,OUT027,5434.505946
DRE60,OUT046,4754.005082
FDD17,OUT027,5728.057166
NCM54,OUT017,1989.67672
NCH55,OUT013,1755.61473
NCT06,OUT017,2678.57998
FDA48,OUT027,4423.135772
FDY58,OUT027,7209.701854
FDO25,OUT045,4204.520342
FDN50,OUT045,1438.32774
FDH35,OUT035,2519.85326
FDK09,OUT045,3144.626664
FDO16,OUT013,1930.62026
FDW11,OUT045,1096.925474
FDU47,OUT027,4273.27085
NCQ42,OUT010,288.12495
FDK55,OUT027,2733.395294
FDN08,OUT049,1711.618666
FDT57,OUT045,3679.257406
FDJ12,OUT018,3602.084528
DRL59,OUT017,917.698772
NCN53,OUT046,507.585946
FDO51,OUT010,73.610848
FDK56,OUT017,3383.216094
FDY12,OUT035,797.02918
FDU15,OUT035,676.392878
FDQ19,OUT046,4019.760842
DRF15,OUT045,1909.767404
DRE25,OUT019,184.16028
FDK57,OUT018,1960.967424
FDD33,OUT010,604.74614
FDR34,OUT027,6625.828544
FDU04,OUT045,1939.581928
FDE35,OUT019,132.014824
NCD31,OUT035,3174.021734
FDJ56,OUT035,2234.371536
NCU53,OUT046,2071.823124
FDD39,OUT035,3542.981462
NCU17,OUT019,279.129992
FDJ20,OUT046,1639.678976
NCW41,OUT018,2634.530652
FDL52,OUT035,788.447018
FDS39,OUT035,2095.578868
DRJ47,OUT045,2586.206888
FDP13,OUT010,73.178078
DRK39,OUT010,171.916218
FDF28,OUT010,247.431254
FDB09,OUT045,1446.177522
FDM51,OUT046,1550.428486
DRM49,OUT018,506.60722
DRF23,OUT013,2799.828818
DRH01,OUT035,3515.896718
FDH12,OUT027,2605.887936
FDA28,OUT019,271.100444
FDW37,OUT018,1332.83173
FDF02,OUT046,1645.038666
DRL37,OUT046,866.212458
NCF43,OUT046,1963.097984
FDH08,OUT010,473.676752
FDR34,OUT019,563.406618
NCK19,OUT049,3696.941054
NCD55,OUT018,285.148824
FDT27,OUT049,3179.26158
FDQ57,OUT045,2310.019732
FDA47,OUT035,2836.980458
DRG15,OUT027,2079.812724
FDE05,OUT018,2012.700084
FDN46,OUT046,1726.958698
FDX27,OUT027,2552.583988
FDT51,OUT045,1831.41606
FDU33,OUT013,694.735668
FDJ16,OUT027,1512.524492
FDD20,OUT019,292.945342
FDT36,OUT049,609.060524
DRF15,OUT027,2855.030296
FDN52,OUT010,214.913582
FDC22,OUT027,6104.001136
FDX15,OUT045,2545.027158
FDT13,OUT013,2977.943634
FDU04,OUT017,1820.590152
FDU31,OUT019,481.466612
FDW59,OUT027,2169.582538
NCO29,OUT046,2145.680318
FDL15,OUT035,2874.278574
FDI41,OUT049,2797.112354
FDQ48,OUT049,1730.141222
DRI39,OUT013,780.357548
FDI08,OUT013,4380.83084
FDC21,OUT049,1647.828368
FDF58,OUT035,1138.391498
FDS08,OUT010,322.220568
FDE47,OUT045,1886.417798
NCP18,OUT019,260.29451
NCR41,OUT013,1604.824346
FDA27,OUT013,2572.557988
FDA43,OUT035,3215.188148
FDA49,OUT045,1431.263602
NCE55,OUT018,2840.748886
DRM49,OUT027,933.877712
FDF22,OUT027,5379.46426
FDQ15,OUT018,1113.091098
NCS54,OUT017,3377.50353
NCY05,OUT013,571.196478
FDR45,OUT046,4699.2164
FDK57,OUT049,2105.086492
FDF41,OUT010,539.43116
FDV21,OUT046,2309.380564
FDD51,OUT046,596.510194
FDF33,OUT046,1631.795904
FDA38,OUT046,3555.991194
FDR56,OUT045,3041.480928
NCN41,OUT017,2244.471722
FDC60,OUT027,2580.14145
FDB47,OUT045,3348.654416
DRH01,OUT013,3033.171744
FDW08,OUT046,1687.00404
FDF38,OUT027,859.933964
FDY32,OUT017,2334.807466
FDG34,OUT049,1599.08515
FDG47,OUT019,521.614352
NCF18,OUT035,3494.591118
FDL39,OUT019,622.383182
NCH55,OUT035,1804.877272
DRJ35,OUT049,787.827824
FDS44,OUT035,4544.65093
DRE01,OUT018,3917.96668
FDY39,OUT013,3585.679216
FDY32,OUT018,2563.86264
FDR33,OUT027,3900.635906
NCP50,OUT049,1120.80772
FDZ47,OUT018,1352.878968
FDU57,OUT049,2332.443876
FDY44,OUT013,2515.918382
DRH59,OUT018,987.98062
FDB03,OUT027,6399.043748
FDY46,OUT045,2949.940086
FDM39,OUT045,2893.247216
FDY36,OUT035,1413.1605
NCM55,OUT035,3110.737444
FDJ50,OUT010,172.348988
DRL60,OUT013,2283.267888
NCJ54,OUT049,4223.23598
FDX59,OUT017,492.172676
FDI07,OUT013,3389.301506
DRF51,OUT010,102.16701
FDM14,OUT017,1660.13901
FDP21,OUT045,3422.571532
FDE40,OUT035,1172.247428
FDE05,OUT035,2516.284572
FDM13,OUT027,2883.666354
FDC34,OUT027,3245.155806
NCI55,OUT018,1915.653076
NCE43,OUT018,2103.009196
FDW58,OUT018,1236.570366
FDG60,OUT045,4395.238752
FDV31,OUT017,2109.267716
FDR47,OUT013,3119.43945
FDM60,OUT019,72.911758
NCF06,OUT018,3049.909956
NCN26,OUT027,2206.807416
FDQ59,OUT049,1353.598032
FDF09,OUT046,567.434708
NCS06,OUT017,3257.22676
FDT44,OUT046,1441.277234
FDI19,OUT017,4312.992478
FDT22,OUT017,924.157032
NCF54,OUT027,4547.91335
DRG25,OUT045,3064.903772
FDB59,OUT017,2896.702718
FDQ37,OUT017,3131.164188
FDP56,OUT035,791.13685
FDW44,OUT035,2470.890328
FDJ26,OUT010,504.916088
FDU43,OUT018,2968.90207
FDW33,OUT045,1468.541744
NCX53,OUT027,2950.639176
FDN56,OUT010,471.572824
DRF15,OUT049,2404.623254
FDO33,OUT017,1872.109756
FDZ39,OUT010,258.104028
NCJ19,OUT017,946.66773
FDU01,OUT035,3897.306906
FDT12,OUT035,4259.302366
NCM18,OUT018,924.69633
FDP19,OUT017,3486.59486
NCR42,OUT049,356.049866
FDN10,OUT046,1866.430482
FDG44,OUT017,804.792408
FDQ10,OUT046,3198.409988
DRH13,OUT049,1213.766716
FDT52,OUT013,4157.12204
FDM56,OUT045,1694.101468
NCO43,OUT010,299.583368
NCV29,OUT035,3454.043898
NCF06,OUT013,3872.805466
FDO50,OUT035,1391.135836
FDT59,OUT013,3493.845422
FDX40,OUT027,1018.40768
FDE50,OUT017,3655.328554
FDX51,OUT017,3189.14871
NCD30,OUT018,1389.564548
FDK15,OUT013,1739.961772
FDL12,OUT045,1777.41968
FDK46,OUT017,4566.75549
DRH49,OUT010,158.16079
FDQ57,OUT046,2506.923424
FDY59,OUT017,1428.280818
FDO09,OUT018,4206.15821
NCG30,OUT035,1777.705974
FDM09,OUT017,2459.152274
NCN17,OUT027,3035.81497
NCS42,OUT013,1461.56416
FDD02,OUT019,315.742334
FDE34,OUT013,3878.55132
FDU38,OUT045,3003.250692
FDB33,OUT046,3073.818834
NCJ29,OUT017,1182.4608
FDZ27,OUT035,643.469068
FDI40,OUT013,1701.711562
FDG22,OUT013,558.959074
FDT51,OUT017,1836.6093
FDF20,OUT018,3093.419986
FDV50,OUT035,1821.475666
FDT02,OUT049,543.39267
DRC49,OUT017,2339.428118
FDF26,OUT049,2603.098234
FDV52,OUT035,2316.35149
FDX59,OUT049,555.656706
FDV25,OUT035,3907.999654
FDW23,OUT027,936.061536
FDE53,OUT018,1151.048356
FDA19,OUT017,2240.310472
FDH22,OUT046,2292.18295
NCO41,OUT013,1503.656036
FDX12,OUT017,4663.216594
FDF17,OUT013,3116.57651
FDS11,OUT045,3991.411078
FDR51,OUT035,2694.639076
FDT49,OUT010,210.972046
FDC56,OUT013,2198.977608
FDR13,OUT027,2725.006214
FDQ60,OUT035,2127.410766
FDN38,OUT049,4601.749938
NCL29,OUT013,2981.565586
FDO13,OUT027,4147.43465
FDE26,OUT018,2389.229958
FDA31,OUT010,456.798722
FDX14,OUT035,1382.16751
FDA34,OUT045,3430.46792
FDF26,OUT013,2149.615196
FDE38,OUT045,2503.914008
DRI11,OUT046,2181.22738
FDQ60,OUT027,3139.227026
FDL21,OUT027,974.411616
DRC12,OUT027,6022.686982
FDC47,OUT046,3925.809804
FDE57,OUT045,2212.859538
FDT14,OUT045,2247.794064
NCZ53,OUT046,3511.455832
FDE28,OUT018,4235.107194
FDR19,OUT035,2902.215542
NCF54,OUT019,339.018702
FDZ08,OUT046,1362.266748
NCJ05,OUT018,2352.331322
FDF59,OUT046,1869.479846
NCO05,OUT035,2225.589634
FDW24,OUT018,686.70612
NCX42,OUT018,2937.256596
NCA53,OUT035,676.565986
FDI45,OUT019,358.140478
FDG46,OUT046,2014.045
FDM20,OUT010,642.556922
FDW11,OUT010,159.845264
FDX08,OUT035,2230.942666
NCK17,OUT035,692.218944
FDK32,OUT018,2394.622938
NCA42,OUT035,3186.405614
DRI01,OUT035,3172.93648
NCL55,OUT049,4193.70775
DRE25,OUT018,1395.423588
FDD14,OUT017,2638.385634
FDB10,OUT046,3687.120504
DRN11,OUT035,2117.550268
FDP38,OUT018,669.635008
NCA30,OUT017,3108.15414
